"icao","lat","lon","type","size","name","city","state","country","elev","surfaceType","longestRwy","services"
"FYTK","-19.58329964","20.458299637","civil","3199","Tsumkwe","Tsumkwe","","Namibia","3699","6","5996","3"
"FYTM","-19.26189995","17.732500076","civil","2485","Tsumeb","Tsumeb","","Namibia","4352","1","4822","0"
"FYWB","-22.97990036","14.645299911","civil","2133","Walvis Bay","Walvis Bay","","Namibia","298","1","6998","0"
"FYWE","-22.60750008","17.079200745","civil","2986","Eros","Windhoek","","Namibia","5574","1","6502","3"
"FYWH","-22.47999954","17.4708004","civil","6101","Hosea Kutako Intl","Windhoek","","Namibia","5639","1","15008","3"
"FZ4","50.383300781","-113.6669998","civil","1311","Green Farms","Nanton","Alberta","Canada","3364","5","2499","0"
"FZ6","51.018299103","-113.6330032","civil","914","Duke","Strathmore","Alberta","Canada","3319","5","2999","0"
"FZAA","-4.385590076","15.444700241","civil","9313","N'djili Intl","Kinshasa","","Congo (DRC)","1013","1","15277","3"
"FZAB","-4.316669941","15.316699982","civil","1300","N'dolo","Kinshasa","","Congo (DRC)","950","1","4264","0"
"FZAG","-5.933330059","12.350000381","civil","1480","Muanda","Muanda","","Congo (DRC)","88","1","4855","0"
"FZAI","-5.918059826","12.446399689","civil","2400","Kitona Base","Kitona","","Congo (DRC)","393","2","7873","0"
"FZAJ","-5.866670132","13.066699982","civil","1100","Boma","Boma","","Congo (DRC)","25","4","3608","0"
"FZAL","-4.949999809","14.133299828","civil","1170","Luozi","Luozi","","Congo (DRC)","721","4","3838","0"
"FZAM","-5.800000191","13.433300018","civil","1580","Matadi-Tshimpi","Matadi-Tshimpi","","Congo (DRC)","1115","4","5183","0"
"FZAN","-5.516670227","13.583299637","civil","1100","Inga","Inga","","Congo (DRC)","740","1","3608","0"
"FZAW","-5.5","14.699999809","civil","1230","Kwilu-Ngongo","Kwilu-Ngongo","","Congo (DRC)","1295","5","4034","0"
"FZBA","-1.950000048","18.2833004","civil","1480","Inongo","Inongo","","Congo (DRC)","1039","5","4855","3"
"FZBB","-3.383330107","20","civil","1200","Bongimba","Bongimba","","Congo (DRC)","1475","5","3936","0"
"FZBD","-3.383330107","19.5","civil","970","Oshwe","Oshwe","","Congo (DRC)","1541","1","3181","0"
"FZBF","-3.099999905","18.733299255","civil","1250","Bonkita","Bonkita","","Congo (DRC)","934","4","4100","3"
"FZBG","-2.933330059","18.399999619","civil","970","Kempa","Kempa","","Congo (DRC)","1147","4","3181","0"
"FZBJ","-3","16.933300018","civil","1300","Mushie","Mushie","","Congo (DRC)","1213","5","4264","0"
"FZBK","-3.066669941","18.641700745","civil","1100","Boshwe","Bosobe","","Congo (DRC)","1180","4","3608","0"
"FZBL","-3.049999952","17.100000381","civil","1000","Djokele","Djokele","","Congo (DRC)","1213","4","3280","0"
"FZBO","-3.301270008","17.384199142","civil","1450","Bandundu","Bandundu","","Congo (DRC)","1062","1","4756","3"
"FZBP","-2.799999952","19.9083004","civil","1100","Bolongonkele","Bolongonkele","","Congo (DRC)","1160","4","3608","0"
"FZBQ","-3.383330107","19.659700394","civil","1000","Bindja","Bindja","","Congo (DRC)","1200","4","3280","0"
"FZBS","-3.183330059","18.083299637","civil","1150","Semendua","Semendua","","Congo (DRC)","1147","4","3772","0"
"FZBT","-1.450000048","19.016700745","civil","1450","Mboliasa","Bosango","","Congo (DRC)","1016","4","4756","0"
"FZBW","-1.916669965","17.916700363","civil","1200","Basengele","Bokote","","Congo (DRC)","1311","4","3936","3"
"FZCA","-5.033329964","18.7833004","civil","1570","Kikwit","Kikwit","","Congo (DRC)","1571","1","5150","3"
"FZCB","-5","19.600000381","civil","1000","Idiofa","Idiofa","","Congo (DRC)","2299","4","3280","0"
"FZCE","-4.800000191","18.7166996","civil","938","Lusanga","Lusanga","","Congo (DRC)","1364","4","3076","0"
"FZCF","-7.333330154","19.016700745","civil","1100","Kahemba","Kahemba","","Congo (DRC)","3424","5","3608","3"
"FZCK","-7.616670132","18.549999237","civil","1100","Kajiji","Kajiji","","Congo (DRC)","3510","5","3608","3"
"FZCM","-4.083330154","19.5","civil","1000","Mangai Ii","Mangai Ii","","Congo (DRC)","1410","4","3280","0"
"FZCN","-4.13778019","17.579999924","civil","1000","Lunkuni","Lunkuni","","Congo (DRC)","1584","4","3280","3"
"FZCP","-5.699999809","16.583299637","civil","1140","Popokabaka","Popokabaka","","Congo (DRC)","1574","4","3739","0"
"FZCV","-4.783329964","17.850000381","civil","1000","Masi-Manimba","Masi-Manimba","","Congo (DRC)","1951","4","3280","3"
"FZEA","0.0280559994","18.289699554","civil","2177","Mbandaka","Mbandaka","","Congo (DRC)","1039","1","7140","3"
"FZEI","0.25","18.933300018","civil","1150","Ingende","Ingende","","Congo (DRC)","1246","5","3772","0"
"FZEN","1.2166700363","19.799999237","civil","1480","Basankusu","Basankusu","","Congo (DRC)","1216","4","4855","0"
"FZEO","1.0166699886","20.600000381","civil","1000","Beongo","Beongo","","Congo (DRC)","1279","4","3280","0"
"FZEP","1.3166699409","20.700000763","civil","1200","Mentole","Mentole","","Congo (DRC)","1298","4","3936","3"
"FZES","1.4666700363","20.299999237","civil","950","Ngumu","Ngumu","","Congo (DRC)","1229","4","3116","0"
"FZFA","3.6333301067","18.633300781","civil","2100","Libenge","Libenge","","Congo (DRC)","1124","6","6889","0"
"FZFC","2.0999999046","22.697200775","civil","1250","Engengele","Engengele","","Congo (DRC)","1279","4","4100","0"
"FZFD","4.25","20.9666996","civil","3201","Gbadolite","Gbadolite","","Congo (DRC)","1508","1","10501","3"
"FZFE","3.6833300591","22.149999619","civil","1200","Abumumbazi","Abumumbazi","","Congo (DRC)","1498","4","3936","0"
"FZFF","3.7333300114","19.083299637","civil","650","Bau","Bau","","Congo (DRC)","1639","5","2132","0"
"FZFH","2.1166698933","23.2833004","civil","1200","Mokaria-Yamoleka","Mokaria-Yamoleka","","Congo (DRC)","1377","5","3936","0"
"FZFK","3.2666699886","19.766700745","civil","2200","Gemena","Gemena","","Congo (DRC)","1377","1","7217","3"
"FZFN","4.4388899803","19.538900375","civil","1000","Lombo","Lombo","","Congo (DRC)","2230","4","3280","0"
"FZFP","4.1666698456","21.75","civil","2000","Kotakoli","Kotakoli","","Congo (DRC)","1800","4","6561","0"
"FZFQ","4.1166701317","19.2166996","civil","1500","Mpaka","Mpaka","","Congo (DRC)","1968","4","4920","0"
"FZFR","1.6499999762","23.149999619","civil","1000","Mombongo","Mombongo","","Congo (DRC)","1475","5","3280","0"
"FZFU","2.1833300591","22.549999237","civil","1600","Bumba","Bumba","","Congo (DRC)","1183","6","5248","3"
"FZFW","2.4666700363","20.100000381","civil","1000","Gwaka","Gwaka","","Congo (DRC)","1475","4","3280","0"
"FZGA","2.166670084","21.483299255","civil","1630","Lisala","Lisala","","Congo (DRC)","1518","6","5347","3"
"FZGB","1.8666700125","21.7833004","civil","1200","Bosondjo","Bosondjo","","Congo (DRC)","1311","5","3936","3"
"FZGC","1.8500000238","23.116699219","civil","1200","Bolila","Bolila","","Congo (DRC)","1279","4","3936","3"
"FZGE","2.4333300591","20.5","civil","1180","Binga","Binga","","Congo (DRC)","1475","5","3870","0"
"FZGF","-0.68333298","22.333299637","civil","1200","Bokungu","Bokungu","","Congo (DRC)","1213","5","3936","3"
"FZGI","2.2833299637","22.850000381","civil","1040","Yalingimba","Yalingimba","","Congo (DRC)","1426","4","3411","0"
"FZGN","-0.233333007","20.866699219","civil","1400","Boende","Boende","","Congo (DRC)","1167","4","4592","3"
"FZGT","-0.316666991","19.066699982","civil","930","Boteka","Boteka","","Congo (DRC)","1246","5","3050","0"
"FZGV","-1.200000048","23.2833004","civil","1100","Ikela","Ikela","","Congo (DRC)","1282","4","3608","0"
"FZGX","-1.600000024","20.649999619","civil","1000","Monkoto","Monkoto","","Congo (DRC)","1282","4","3280","0"
"FZIA","0.5166670084","25.154699326","civil","2200","Simisimi","Kisangani","","Congo (DRC)","1288","1","7217","0"
"FZIC","0.480832994","25.333099365","civil","3520","Bangoka Intl","Kisangani","","Congo (DRC)","1416","1","11546","3"
"FZIZ","1.1166700125","23.616699219","civil","935","Lokutu","Lokutu","","Congo (DRC)","1213","4","3067","0"
"FZJA","2.7833299637","27.633300781","civil","1280","Isiro-Ville","Isiro-Ville","","Congo (DRC)","2506","4","4198","0"
"FZJC","3.5999999046","28.899999619","civil","1000","Dungu-Uye","Dungu-Uye","","Congo (DRC)","2378","6","3280","0"
"FZJD","4.7333297729","27.683300018","civil","900","Doruma","Doruma","","Congo (DRC)","2378","6","2952","0"
"FZJH","2.8266699314","27.588100433","civil","2505","Isiro-Matari","Isiro-Matari","","Congo (DRC)","2437","1","8216","3"
"FZJI","3","29.549999237","civil","800","Watsha","Watsha","","Congo (DRC)","3198","5","2624","0"
"FZJK","3.7333300114","29.700000763","civil","1100","Faradje","Faradje","","Congo (DRC)","2689","5","3608","3"
"FZJN","-8.199999809","24.733299255","civil","1100","Luniemu","Luniemu","","Congo (DRC)","3575","4","3608","0"
"FZKA","1.5666699409","30.2166996","civil","1850","Bunia","Bunia","","Congo (DRC)","4044","1","6069","0"
"FZKB","3.6500000954","26.116699219","civil","1300","Bambili-Dingila","Bambili-Dingila","","Congo (DRC)","2050","5","4264","0"
"FZKC","2.166670084","31.149999619","civil","1000","Mahagi","Mahagi","","Congo (DRC)","2558","4","3280","0"
"FZKI","2.0333299637","24.799999237","civil","950","Yedi","Yedi","","Congo (DRC)","3641","6","3116","0"
"FZKJ","2.8166699409","24.7833004","civil","2101","Buta-Zega","Buta-Zega","","Congo (DRC)","1379","1","6892","3"
"FZKN","2.7000000477","23.833299637","civil","950","Aketi","Aketi","","Congo (DRC)","1229","5","3116","0"
"FZMA","-2.299999952","28.816699982","civil","2000","Kavumu","Bukavu","","Congo (DRC)","5642","1","6561","0"
"FZMP","-4.383329868","28.350000381","civil","1000","Kimano Ii","Kimano Ii","","Congo (DRC)","2460","6","3280","0"
"FZMW","-2.683330059","27.333299637","civil","1100","Shabunda","Shabunda","","Congo (DRC)","1836","6","3608","0"
"FZNA","-1.666669965","29.233299255","civil","3013","Goma Intl","Goma","","Congo (DRC)","5087","1","9884","3"
"FZNB","-1.304720044","29.37389946","civil","1100","Katale","Katale","","Congo (DRC)","4592","4","3608","0"
"FZNC","-1.166669965","29.416700363","civil","1070","Rutshuru","Rutshuru","","Congo (DRC)","3706","5","3510","0"
"FZNF","-0.133332998","29.25","civil","1530","Lubero","Lubero","","Congo (DRC)","5905","5","5019","0"
"FZNI","-0.75","29.633300781","civil","1100","Ishasha","Ishasha","","Congo (DRC)","819","4","3608","0"
"FZNP","0.5833330154","29.4666996","civil","1300","Beni","Beni","","Congo (DRC)","3517","5","4264","0"
"FZNR","-0.790278018","29.274999619","civil","900","Rwindi","Rwindi","","Congo (DRC)","3411","5","2952","0"
"FZNS","0.4499999881","29.416700363","civil","1750","Wageni","Beni","","Congo (DRC)","3785","4","5740","3"
"FZOA","-2.933330059","25.899999619","civil","2171","Kindu","Kindu","","Congo (DRC)","1630","1","7123","3"
"FZOB","-0.762499988","26.609699249","civil","1000","Tingi-Tingi","Tingi-Tingi","","Congo (DRC)","865","1","3280","0"
"FZOC","-2.549999952","26.616699219","civil","1250","Kamisuku","Kalima","","Congo (DRC)","1774","4","4099","3"
"FZOD","-2.583329916","26.733299255","civil","1190","Kalima","Kalima","","Congo (DRC)","1807","6","3903","0"
"FZOK","-4.533329964","26.616699219","civil","970","Kasongo","Kasongo","","Congo (DRC)","1784","4","3181","0"
"FZOP","-1.366670012","26.333299637","civil","1140","Punia","Punia","","Congo (DRC)","1741","4","3739","3"
"FZOQ","-1.466670036","26.433300018","civil","950","Punia-Basenge","Punia-Basenge","","Congo (DRC)","1738","4","3116","0"
"FZQA","-11.59130001","27.530899048","civil","3156","Lubumbashi Intl","Lubumbashi","","Congo (DRC)","4294","1","10353","3"
"FZQF","-10.5333004","26.325000763","civil","1860","Fungurume","Fungurume","","Congo (DRC)","3854","4","6101","0"
"FZQG","-10.35000038","28.633300781","civil","1000","Kasenga","Kasenga","","Congo (DRC)","3145","5","3280","0"
"FZQH","-10.55000019","27.850000381","civil","1250","Katwe","Katwe","","Congo (DRC)","5576","4","4100","0"
"FZQI","-10.83329964","26.75","civil","1200","Kamatanda","Likasi","","Congo (DRC)","4264","4","3936","0"
"FZQJ","-10.75","27.200000763","civil","1200","Mwadingusha","Mwadingusha","","Congo (DRC)","3706","4","3936","0"
"FZQM","-10.76669979","25.5","civil","1750","Kolwezi","Kolwezi","","Congo (DRC)","4917","1","5740","3"
"FZQN","-10.56669998","24.399999619","civil","1000","Mutshatsha","Mutshatsha","","Congo (DRC)","3805","5","3280","0"
"FZQP","-10.66670036","23.166700363","civil","1500","Kisenge","Kisenge","","Congo (DRC)","3411","4","4920","0"
"FZQU","-9.933329582","26","civil","1200","Lubudi","Lubudi","","Congo (DRC)","4540","4","3936","0"
"FZQV","-8.649999619","27.350000381","civil","1020","Mitwaba","Mitwaba","","Congo (DRC)","5238","5","3346","0"
"FZQW","-5.733329773","27.766700745","civil","1200","Luishi","Luishi","","Congo (DRC)","5576","4","3936","0"
"FZRA","-7.283329964","27.399999619","civil","1400","Manono","Manono","","Congo (DRC)","2076","6","4592","0"
"FZRB","-7.099999905","29.733299255","civil","920","Moba","Moba","","Congo (DRC)","2952","4","3017","0"
"FZRC","-7.533329964","28.700000763","civil","1250","Mukoy","Mukoy","","Congo (DRC)","5249","4","4100","0"
"FZRD","-7.349999905","28.0333004","civil","1200","Kabombo","Kabombo","","Congo (DRC)","1969","4","3936","0"
"FZRE","-7.75","27.200000763","civil","1018","Bukena","Bukena","","Congo (DRC)","3867","4","3339","0"
"FZRF","-5.870440006","29.246299744","civil","2750","Kalemie","Kalemie","","Congo (DRC)","2568","1","5740","3"
"FZRG","-7.416669846","27.149999619","civil","1500","Sominka","Kania","","Congo (DRC)","2066","4","4920","3"
"FZRJ","-7.716670036","29.799999237","civil","2100","Pepa","Pepa","","Congo (DRC)","6561","4","6889","3"
"FZRK","-7.316669941","29.166700363","civil","2000","Kansimba","Kansimba","","Congo (DRC)","5412","5","6561","0"
"FZRL","-8.933329582","27.183300018","civil","1350","Lusinga","Lusinga","","Congo (DRC)","5839","4","4428","3"
"FZRM","-6.083330154","26.916700363","civil","1400","Kabalo","Kabalo","","Congo (DRC)","1840","6","4592","0"
"FZRN","-5.933330059","28","civil","1000","Nyunzu","Nyunzu","","Congo (DRC)","2296","5","3280","0"
"FZRO","-7.933330059","28.5333004","civil","1800","Luvua","Luvua","","Congo (DRC)","4297","4","5905","0"
"FZRQ","-5.400000095","27","civil","1900","Kongolo","Kongolo","","Congo (DRC)","1849","6","6233","3"
"FZSA","-8.626669884","25.248100281","civil","5423","Kamina Base","Kamina","","Congo (DRC)","3542","1","8923","3"
"FZSB","-8.733329773","24.983299255","civil","1450","Kamina","Kamina","","Congo (DRC)","3674","6","4756","0"
"FZSD","-9.699999809","22.933300018","civil","1200","Sandoa","Sandoa","","Congo (DRC)","3201","5","3936","3"
"FZSI","-10.7166996","22.350000381","civil","1800","Dilolo","Dilolo","","Congo (DRC)","3378","4","5905","3"
"FZSK","-8.350000381","22.649999619","civil","1100","Kapanga","Kapanga","","Congo (DRC)","3024","4","3608","0"
"FZTK","-7.583330154","24.149999619","civil","1000","Kaniama","Kaniama","","Congo (DRC)","2771","4","3280","0"
"FZTL","-9.466670036","25.75","civil","980","Luena","Luena","","Congo (DRC)","2348","4","3214","0"
"FZTS","-7.699999809","24.049999237","civil","1280","Kaniama","Kasese","","Congo (DRC)","2870","1","4198","0"
"FZUA","-5.900000095","22.4666996","civil","2200","Kananga","Kananga","","Congo (DRC)","2138","2","7218","3"
"FZUG","-7.183330059","22.399999619","civil","1000","Luiza","Luiza","","Congo (DRC)","2889","4","3280","0"
"FZUK","-6.433149815","20.80050087","civil","1600","Tshikapa","Tshikapa","","Congo (DRC)","1593","6","5248","0"
"FZUN","-5.349999905","21.333299637","civil","1121","Luebo","Luebo","","Congo (DRC)","1639","5","3677","0"
"FZUO","-5.5","21.433300018","civil","1000","Musese","Musese","","Congo (DRC)","1869","5","3280","0"
"FZUP","-7.003610134","21.244199753","civil","1000","Diboko","Diboko","","Congo (DRC)","2433","4","3280","0"
"FZUR","-6.933330059","22","civil","1000","Tshibala","Tshibala","","Congo (DRC)","2286","5","3280","0"
"FZUS","-5.966670036","22.416700363","civil","1000","Tshikaji","Tshikaji","","Congo (DRC)","2286","5","3280","0"
"FZVA","-3.417000055","23.450099945","civil","1620","Lodja","Lodja","","Congo (DRC)","1646","7","5314","3"
"FZVG","-3.466670036","24.433300018","civil","1000","Katako'kombe","Katako'kombe","","Congo (DRC)","1977","4","3280","0"
"FZVI","-4.966670036","23.383300781","civil","1100","Lusambo","Lusambo","","Congo (DRC)","1407","6","3608","0"
"FZVJ","-4.099999905","24.366699219","civil","1300","Tshumbe","Tshumbe","","Congo (DRC)","1147","4","4264","0"
"FZVO","-4.083330154","22.833299637","civil","1000","Beni-Dibele","Beni-Dibele","","Congo (DRC)","1738","1","3280","0"
"FZVP","-4.033329964","24.4666996","civil","1500","Dikungu","Dikungu","","Congo (DRC)","1836","4","4920","3"
"FZVR","-4.316669941","20.433300018","civil","1000","Basongo","Basongo","","Congo (DRC)","1639","4","3280","0"
"FZVS","-4.316669941","20.600000381","civil","1250","Ilebo","Ilebo","","Congo (DRC)","1449","5","4100","0"
"FZVT","-3.466670036","21.433300018","civil","1150","Dekese","Dekese","","Congo (DRC)","1279","5","3772","0"
"FZVU","-3.916670084","21.583299637","civil","1300","Idumbe","Idumbe","","Congo (DRC)","1849","5","4264","3"
"FZVV","-4.175000191","24.648300171","civil","2500","Oduku","Oduku","","Congo (DRC)","1849","4","8201","3"
"FZWA","-6.116670132","23.566699982","civil","2009","Mbuji-Mayi","Mbuji-Mayi","","Congo (DRC)","2220","1","6590","3"
"FZWC","-6.733329773","23.950000763","civil","1100","Gandajika","Gandajika","","Congo (DRC)","2617","4","3608","0"
